it,bt,km,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,car_links,Top Feature 3,Top Feature 4,Top Feature 5,Top Feature 6,Top Feature 7,Top Feature 8,commonIcon,Top Feature 9,Insurance Validity,Fuel Type,Seats,RTO,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Alloy Wheel Size,city,color
0,Hatchback,40000,1,Hyundai,Hyundai Grand i10,2015,1542,Asta,3.95,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Asta-cars-New-Delhi_b0745f24-3539-4faa-ae81-a2565177e5ad.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,DL8C,Manual,19,1197,82,114,blue,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3765,1660,1520,2425,1479,1493,935,1340,5,FWD,Power,4.8,Disc,Drum,165,12.9,Tubeless,5,256,14,Delhi,blue
0,Sedan,115500,1,Toyota,Toyota Etios,2011,2185,VX,2.17,https://www.cardekho.com/buy-used-car-details/used-Toyota-Etios-Vx-cars-Faridabad_1b410137-60bf-43b3-a39e-95d8e78436c3.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,HR26,Manual,18,1496,88.7,132,silver,"2NR-FE ,Gasoline, 4 Cylin",4,4,DOHC,EFI(Electronic Fuel Injection),No,No,4265,1695,1510,2550,1295,1290,930,1340,5,FWD,Power,4.9,Disc,Drum,165,12.36,"Tubeless,Radial",4,595,15,Delhi,silver
0,Sedan,67000,1,Skoda,Skoda Superb,2015,3203,Elegance 1.8 TSI AT,9.4,https://www.cardekho.com/used-car-details/used-Skoda-Superb-Elegance-1.8-Tsi-At-cars-New-Delhi_9e875bf3-4ac6-4835-9c42-1fcc242033ee.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,DL8C,Automatic,14,1798,157.75,250,silver,Petrol Engine,4,4,DOHC,Direct Injection,Yes,No,4833,1817,1482,2761,1295,1290,1598,2091,7,FWD,Power,5.4,Disc,Disc,205,9.1,"Tubeless,Radial",4,565,16,Delhi,silver
0,SUV,16312,1,Hyundai,Hyundai Creta,2016,8179,1.6 VTVT SX Plus,8.87,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Creta-1.6-Vtvt-Sx-Plus-cars-New-Delhi_dee8009c-99c4-4c57-8f5c-59d13794c54b.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,DL10,Manual,13,1591,121.3,151,silver,VTVT Petrol Engine,4,4,DOHC,MPFi,No,No,4270,1780,1630,2590,1295,1290,1280,1340,6,FWD,Power,5.3,Disc,Drum,165,12.36,Tubeless,5,400,17,Delhi,silver
0,Sedan,60000,2,Maruti,Maruti Swift Dzire,2016,4216,LXI Option,4.8,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Lxi-Option-cars-New-Delhi_e518684c-5214-40ee-a701-5812c5083ced.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,DL3C,Manual,21,1197,83.14,115,others,K Series VVT Engine,4,4,DOHC,MPFI,No,No,3995,1695,1555,2430,1485,1495,940,1415,5,FWD,Power,4.8,Disc,Drum,158,12.6,"Tubeless,Radial",4,320,17,Delhi,others
0,MUV,90000,1,Honda,Honda Mobilio,2014,1364,S i-VTEC,4.25,https://www.cardekho.com/used-car-details/used-Honda-Mobilio-S-I-vtec-cars-New-Delhi_7efc23f4-3b69-44e6-b268-da31058e9357.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,7,DL03,Manual,17,1497,117.3,145,others,i-VTEC Engine,4,4,SOHC,PGM-FI,No,No,4386,1683,1603,2652,1295,1290,1145,1340,5,FWD,Power,5.2,Disc,Drum,160,16,"Tubeless,Radial",5,223,17,Delhi,others
0,Hatchback,67000,1,Hyundai,Hyundai Grand i10,2018,6921,1.2 Kappa Magna CNG BSIV,4.95,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-1.2-Kappa-Magna-Cng-Bsiv-cars-New-Delhi_6d8cb26e-b319-46e4-b5a6-ef89fa9563c1.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Speakers Front,Comprehensive,CNG,5,HR26,Manual,19,1197,65.39,98,silver,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3765,1660,1520,2425,1479,1493,1080,1340,5,FWD,Power,4.8,Disc,Drum,165,12.9,Tubeless,5,256,17,Delhi,silver
0,Sedan,80000,2,Maruti,Maruti Ciaz,2015,4004,VXi,5.5,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Vxi-cars-Gurgaon_b7f1b1e3-6851-40a3-819f-1f900d9b1f57.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL01,Manual,21,1373,91.1,130,others,k14B VVT Engine,4,4,DOHC,MPFI,No,No,4490,1730,1485,2650,1495,1505,1010,1490,5,FWD,Power,5.4,Disc,Drum,190,14,"Tubeless, Radial",4,510,17,Delhi,others
0,Hatchback,60000,1,Hyundai,Hyundai i10,2011,1567,Era,1.37,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Era-cars-Gurgaon_51763339-53aa-4951-87fc-848e777b5cee.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Passenger Side Rear View Mirror,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,UP16,Manual,20,1086,68.05,99.04,others,IRDE2 Engine,4,3,SOHC,MPFI,No,No,3585,1595,1550,2380,1400,1385,860,1340,5,FWD,Power,4.7,Disc,Drum,165,14.3,Tubeless,5,225,17,Delhi,others
0,Sedan,34253,1,Honda,Honda City,2015,1276,i VTEC CVT SV,5.65,https://www.cardekho.com/used-car-details/used-Honda-City-I-Vtec-Cvt-Sv-cars-New-Delhi_ba3e3ede-ca27-4df5-8578-07804b21d43b.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,DL9C,Automatic,18,1497,117.3,145,maroon,i VTEC Engine,4,4,SOHC,PGM-Fi,No,No,4440,1695,1495,2600,1480,1465,1065,1340,5,FWD,Power,5.3,Disc,Drum,195,10,"Tubeless,Radial",4,510,17,Delhi,maroon
0,SUV,27000,1,Kia,Kia Seltos,2019,7109,HTX IVT G,12.9,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Htx-Ivt-G-cars-New-Delhi_482ba165-7c81-401a-b0c8-b3e132f2ed78.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,HR26,Automatic,17,1497,113.42,144,white,Smartstream G1.5,4,4,DOHC,MPI,No,No,4315,1800,1645,2610,1295,1290,1555,1340,6,2WD,Hydraulic,5.3,Disc,Disc,165,11.8,"Tubeless,Radial",5,433,R17,Delhi,white
0,Hatchback,64000,2,Maruti,Maruti Celerio,2017,6048,VXI AMT BSIV,3.55,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Vxi-Amt-Bsiv-cars-New-Delhi_2828e4b4-75dd-4495-9ce9-3c3bee586dc2.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,DL6C,Automatic,23,998,67.04,90,grey,K10B Engine,3,4,DOHC,MPFi,No,No,3695,1600,1560,2425,1420,1410,842,1250,5,FWD,Power,4.7,Disc,Drum,150,15.05,"Tubeless, Radial",5,235,R17,Delhi,grey
0,Sedan,67827,1,Hyundai,Hyundai Xcent,2015,1871,1.2 Kappa SX Option,3.86,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Xcent-1.2-Kappa-Sx-Option-cars-Noida_a4dd9c72-b6aa-42ee-8765-2485a40f9908.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL12,Manual,19,1197,82,114,white,Kappa VTVT Petrol Engine,4,4,DOHC,Direct Injection,No,No,3995,1660,1520,2425,1479,1493,1120,1340,5,FWD ,Power,4.7,Disc,Drum,172,14.2,Tubeless,4,407,15,Delhi,white
0,Hatchback,79094,1,Maruti,Maruti Baleno,2018,3962,1.2 Delta,5.14,https://www.cardekho.com/buy-used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Ghaziabad_625402a6-254f-43de-af69-e7d1255b15a6.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Zero Dep,Petrol,5,DL8C,Manual,21,1197,83.1,115,others,VVT Petrol Engine,4,4,DOHC,MPFI,No,No,3995,1745,1510,2520,1515,1525,870,1340,5,FWD,Power,4.9,Disc,Drum,180,12.36,"Tubeless,Radial",5,339,15,Delhi,others
0,Sedan,64589,2,Hyundai,Hyundai Verna,2012,1834,1.6 EX VTVT,3.25,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Verna-1.6-Ex-Vtvt-cars-Gurgaon_05564373-b7eb-4470-b1d7-0ee5580a65be.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL12,Manual,17,1591,121.3,154.9,grey,VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,4375,1700,1475,2570,1295,1290,1240,1340,5,FWD,Power,5.2,Disc,Drum,196,10.5,"Tubeless,Radial",4,465,16,Delhi,grey
0,Hatchback,88309,1,Hyundai,Hyundai i20 Active,2015,1665,1.2 SX,5.08,https://www.cardekho.com/buy-used-car-details/used-Hyundai-I20-Active-1.2-Sx-cars-Noida_432c725c-4140-48e1-93fd-bbc46249296a.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,DL8C,Manual,17,1197,81.86,114.73,silver,VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3995,1760,1555,2570,1295,1290,1040,1340,5,FWD,Power,5.2,Disc,Drum,160,14,"Tubeless,Radial",5,285,16,Delhi,silver
0,Hatchback,66688,2,Maruti,Maruti Swift,2018,10407,ZXI Plus,5.67,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Zxi-Plus-cars-Faridabad_6d535ee1-cf9f-4c55-a440-c611080d7953.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,HR26,Manual,22,1197,88.5,113,silver,K Series Dual jet,4,4,DOHC,MPFI,No,No,3845,1735,1530,2450,1520,1520,875,1335,5,FWD,Hydraulic,4.8,Disc,Drum,165,12.36,"Radial, Tubeless",5,268,15,Delhi,silver
0,Hatchback,20000,1,Maruti,Maruti Baleno,2022,6778,Sigma,6.7,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Sigma-cars-New-Delhi_dcb35d77-510e-43f5-a81d-7d7a320667ac.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,DL01,Manual,21,1197,81.8,113,black,1.2L VVT Engine,4,4,DOHC,MPFI,No,No,3995,1745,1510,2520,1515,1525,865,1340,5,FWD,Hydraulic,4.9,Disc,Drum,165,12.36,"Tubeless,Radial",5,339,15,Delhi,black
0,Sedan,60653,1,Maruti,Maruti Ciaz,2018,6555,Alpha Automatic BSIV,7.6,https://www.cardekho.com/buy-used-car-details/used-Maruti-Ciaz-Alpha-Automatic-Bsiv-cars-Noida_e0371fea-e82f-4911-ac7c-aad132b15a27.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,DL8C,Automatic,20,1462,103.25,138,silver,k15B VVT Engine,4,4,DOHC,MPFI,No,No,4490,1730,1485,2650,1295,1290,1105,1530,4,FWD,Power,5.4,Disc,Drum,165,12.36,"Tubeless, Radial",4,510,16,Delhi,silver
0,Hatchback,86527,1,Hyundai,Hyundai Grand i10,2017,5604,1.2 Kappa Sportz BSIV,3.98,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-1.2-Kappa-Sportz-Bsiv-cars-Ghaziabad_ddb94b8c-ac53-4894-88cf-2d80975f7053.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Zero Dep,Petrol,5,UP80,Manual,19,1197,81.86,113.75,silver,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3765,1660,1520,2425,1479,1493,1120,1340,5,FWD,Power,4.8,Disc,Drum,165,12.9,Tubeless,5,256,18,Delhi,silver
0,Sedan,67000,1,Honda,Honda Amaze,2017,6413,E Petrol BSIV,4.85,https://www.cardekho.com/used-car-details/used-Honda-Amaze-E-Petrol-Bsiv-cars-Noida_05e4aad2-4089-45cf-a90c-ff615bd44937.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,UP32,Manual,20,1199,88.76,110,white,i-VTEC Petrol Engine,4,4,SOHC,MPFi,No,No,3995,1695,1498,2470,1295,1290,905,1340,5,FWD,Power,4.7,Disc,Drum,140,15,"Tubeless,Radial",4,420,18,Delhi,white
0,Hatchback,70000,3,Honda,Honda Jazz,2009,1348,Active,1.35,https://www.cardekho.com/used-car-details/used-Honda-Jazz-Active-cars-New-Delhi_f5fba6bd-a1e7-4630-8db8-2c53acb8dfe3.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL01,Manual,16,1198,90,110,others,SOHC i-VTEC,4,4,SOHC,PGM - Fi,No,No,3900,1695,1535,2500,1490,1475,1055,1340,5,FWD,Power,4.9,Disc,Drum,165,13.7,"Tubeless,Radial",5,510,15,Delhi,others
0,SUV,70000,3,Ford,Ford Ecosport,2013,903,1.5 Ti VCT AT Titanium,3,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Ti-Vct-At-Titanium-cars-New-Delhi_f16b9c13-c6fd-4aa3-9e2f-eaed9c62d582.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,HR26,Automatic,16,1499,110,140,red,Ti-VCT Petrol Engine,4,4,DOHC,Direct Injection,No,No,3999,1765,1708,2520,1519,1524,1290,1740,6,FWD,Power,5.3,Disc,Drum,182,16,"Tubeless,Radial",5,346,16,Delhi,red
0,Sedan,70311,1,Honda,Honda Amaze,2018,7440,S Petrol,5.25,https://www.cardekho.com/buy-used-car-details/used-Honda-Amaze-S-Petrol-cars-Noida_5c4df48f-036c-4f49-b4dd-1a0df0322245.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,UP16,Manual,19,1199,88.76,110,gold,i-VTEC Petrol Engine,4,4,SOHC,MPFi,No,No,3995,1695,1501,2470,1295,1290,917,1340,5,FWD,Hydraulic,4.7,Disc,Drum,165,15,"Tubeless,Radial",4,420,16,Delhi,golden brown
0,Hatchback,54000,1,Tata,Tata Tiago,2016,2983,1.2 Revotron XZ,3.75,https://www.cardekho.com/used-car-details/used-Tata-Tiago-1.2-Revotron-Xz-cars-New-Delhi_12af093a-a892-4509-895a-04a067517671.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,DL1C,Manual,24,1199,84,114,brown,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,14.3,Tubeless,5,242,14,Delhi,brown
0,Sedan,80000,3,Honda,Honda City,2009,1244,1.5 E MT,1.3,https://www.cardekho.com/used-car-details/used-Honda-City-1.5-E-Mt-cars-New-Delhi_158ae5f1-9ca2-41c4-8bc2-7d935dcaa2d8.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL4C,Manual,17,1497,118,146,others,In-Line Engine,4,4,SOHC,EFI (Electronic Fuel Injection),No,No,4420,1695,1480,2550,1295,1290,1100,1340,5,FWD,Power,5.3,Disc,Drum,165,12.36,"Tubeless,Radial",4,506,15,Delhi,others
0,SUV,52000,1,Honda,Honda WR-V,2017,5670,i-DTEC VX,5.95,https://www.cardekho.com/used-car-details/used-Honda-Wr-v-I-dtec-Vx-cars-New-Delhi_bec7a11c-f81e-4569-97c4-d53103778506.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Diesel,5,UP14,Manual,26,1498,98.6,200,silver,i-DTEC Diesel Engine,4,4,DOHC,CRDi,Yes,No,3999,1734,1601,2555,1295,1290,1198,1340,6,FWD,Hydraulic,5.3,Disc,Drum,176,12.43,"Tubeless,Radial",5,363,16,Delhi,silver
0,Hatchback,20000,1,Maruti,Maruti Wagon R,2010,4339,LXI Minor,2,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Minor-cars-New-Delhi_07a7a632-9e9d-4990-ac43-e7f2f01b81f5.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,DL01,Manual,19,1061,67,84,others,FC Petrol Engine,3,4,DOHC,MPFI,No,No,3595,1475,1700,2400,1295,1290,870,1350,5,FWD,Power,4.6,Disc,Drum,165,12.36,"Tubeless, Radial",4,510,13,Delhi,others
0,Hatchback,80000,1,Hyundai,Hyundai i20,2019,6255,Diesel Magna,5.31,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Diesel-Magna-cars-Ghaziabad_856b3b49-0f44-42c5-8c6d-1639abf33846.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Diesel,5,UP14,Manual,23,1396,88.76,219.66,others,U2 CRDI Diesel Engine,4,4,DOHC,CRDI,Yes,No,3985,1734,1505,2570,1505,1503,1140,1340,6,FWD,Power,5.2,Disc,Drum,180,13.57,Tubeless,5,285,13,Delhi,others
0,Hatchback,110000,3,Maruti,Maruti Wagon R,2009,4339,LXI Minor,1.5,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Minor-cars-New-Delhi_0462f78f-f041-49da-a914-a81769a632c8.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,DL3C,Manual,19,1061,67,84,silver,FC Petrol Engine,3,4,DOHC,MPFI,No,No,3595,1475,1700,2400,1295,1290,870,1350,5,FWD,Power,4.6,Disc,Drum,165,12.36,"Tubeless, Radial",4,510,13,Delhi,silver
0,Hatchback,12754,1,Tata,Tata Altroz,2021,8028,XZ Plus Turbo BSVI,8.62,https://www.cardekho.com/buy-used-car-details/used-Tata-Altroz-Xz-Plus-Turbo-Bsvi-cars-Noida_dd01684b-3214-4c5a-bdaf-18386c281841.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Zero Dep,Petrol,5,DL9C,Manual,18,1199,108.48,140,red,1.2 l i-Turbo,3,4,DOHC,MPFI,Yes,No,3990,1755,1523,2501,1295,1290,1040,1340,5,FWD,Hydraulic,5,Disc,Drum,165,12.36,"Tubeless,Radial",5,345,16,Delhi,red
0,Sedan,69000,1,Toyota,Toyota Corolla Altis,2017,5664,1.8 GL,8.8,https://www.cardekho.com/used-car-details/used-Toyota-Corolla-Altis-1.8-Gl-cars-New-Delhi_f2792145-307f-4b07-ac6f-f6c3a5671c30.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Dvd Player,Third Party,Petrol,5,DL2C,Manual,14,1798,138.03,173,white,2ZR-FE Petrol Engine,4,4,DOHC,EFI,No,No,4620,1775,1475,2700,1515,1520,1280,1700,6,FWD,Power,5.4,Disc,Disc,200,10.1,"Tubeless,Radial",4,470,16,Delhi,white
0,Hatchback,98390,1,Maruti,Maruti Wagon R,2014,4310,VXI BS IV,2.72,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Noida_ecea89c5-c497-48d6-89ca-566babf2bcba.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL3C,Manual,21,998,67.04,90,others,K10B Petrol Engine,3,4,DOHC,EFI,No,No,3599,1495,1700,2400,1295,1290,885,1350,5,FWD,Power,4.6,Disc,Drum,152,18.6,Tubeless Tyres,5,180,16,Delhi,others
0,Sedan,84195,1,Maruti,Maruti Ciaz,2016,4000,AT ZXi Plus,6.27,https://www.cardekho.com/buy-used-car-details/used-Maruti-Ciaz-At-Zxi-Plus-cars-Noida_ed8f0cd0-2e32-4045-9d6f-3b6c5e403e3e.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL9C,Automatic,19,1373,91.1,130,brown,k14B VVT Engine,4,4,DOHC,MPFI,No,No,4490,1730,1485,2650,1495,1505,1030,1490,4,FWD,Power,5.4,Disc,Drum,190,14,"Tubeless, Radial",4,510,16,Delhi,brown
0,Hatchback,77184,1,Maruti,Maruti Ignis,2017,5553,1.2 Zeta BSIV,4.28,https://www.cardekho.com/buy-used-car-details/used-Maruti-Ignis-1.2-Zeta-Bsiv-cars-Ghaziabad_3127979e-1de4-4431-a490-9f28368bb2bb.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,UP80,Manual,21,1197,81.8,113,silver,1.2-Litre VVT Petrol Engine,4,4,SOHC,MPFI,No,No,3700,1690,1595,2435,1295,1290,835,1340,5,FWD,Hydraulic,4.7,Disc,Drum,165,12.36,"Tubeless,Radial",5,260,15,Delhi,silver
0,Sedan,40000,1,Tata,Tata Manza,2012,2754,Aura (ABS) Safire BS IV,1.75,https://www.cardekho.com/used-car-details/used-Tata-Manza-Aura-(abs)-Safire-Bs-Iv-cars-New-Delhi_605736fd-84b6-48af-a1b5-079177e9ad65.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,DL09,Manual,14,1368,88.8,116,others,"4 Cylinder, MPFI, Petrol ",4,4,SOHC,MPFI,No,No,4413,1703,1550,2520,1295,1290,1100,1575,5,FWD,Power,5.1,Disc,Drum,165,12.36,"Tubeless,Radial",4,460,15,Delhi,others
0,Hatchback,82848,1,Hyundai,Hyundai Grand i10,2017,5602,1.2 Kappa Magna BSIV,4.14,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-1.2-Kappa-Magna-Bsiv-cars-Noida_d6d8e050-9a42-47f7-944a-7d86c4e2a55c.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Speakers Front,Comprehensive,Petrol,5,DL10,Manual,19,1197,81.86,113.75,silver,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3765,1660,1520,2425,1479,1493,1100,1340,5,FWD,Power,4.8,Disc,Drum,165,12.9,Tubeless,5,256,15,Delhi,silver
0,Hatchback,30000,1,Tata,Tata Tiago,2019,6971,XZA Plus,5.1,https://www.cardekho.com/used-car-details/used-Tata-Tiago-Xza-Plus-cars-Faridabad_5f3db228-08a6-4a78-96f3-8fd506ebc114.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,HR51,Automatic,24,1199,83.83,114,grey,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,12.36,Tubeless,5,242,14,Delhi,gray
