it,bt,km,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,car_links,Top Feature 3,Top Feature 4,Top Feature 5,Top Feature 6,Top Feature 7,Top Feature 8,commonIcon,Top Feature 9,Insurance Validity,Fuel Type,Seats,RTO,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Alloy Wheel Size,city,color
0,Hatchback,120000,3,Maruti,Maruti Celerio,2015,3979,VXI,4,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Vxi-cars-Bangalore_a12b21b4-e26a-41bf-8f47-7e79a725a246.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,KA51,Manual,23,998,67.04,90,white,K10B Engine,3,4,DOHC,MPFi,No,No,3715,1635,1565,2425,1420,1410,835,1250,5,FWD,Power,4.7,Disc,Drum,150,15.05,"Tubeless, Radial",5,235,16,Bangalore,white
0,SUV,32706,2,Ford,Ford Ecosport,2018,6087,1.5 Petrol Titanium BSIV,8.11,https://www.cardekho.com/buy-used-car-details/used-Ford-Ecosport-1.5-Petrol-Titanium-Bsiv-cars-Bangalore_d88ffc79-1d90-405c-a944-051888866d13.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA05,Manual,17,1497,121.31,150,white,Ti-VCT Petrol Engine,3,4,DOHC,Direct Injection,No,No,3998,1765,1647,2519,1295,1290,1242,1660,5,FWD,Power,5.3,Disc,Drum,165,12.36,"Tubeless,Radial",4,352,16,Bangalore,white
0,Hatchback,11949,1,Tata,Tata Tiago,2018,2983,1.2 Revotron XZ,5.85,https://www.cardekho.com/used-car-details/used-Tata-Tiago-1.2-Revotron-Xz-cars-Bangalore_8554c91f-7b6e-417d-aeca-b8c5ac6794a5.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA03,Manual,24,1199,84,114,red,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,14.3,Tubeless,5,242,14,Bangalore,red
0,Sedan,17794,1,Hyundai,Hyundai Xcent,2014,1867,1.2 Kappa S Option,4.62,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Xcent-1.2-Kappa-S-Option-cars-Bangalore_fc261f01-eeee-4f1b-bc45-e291d52fdda8.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA53,Manual,19,1197,81.86,113.75,others,Kappa VTVT Petrol Engine,4,4,DOHC,Direct Injection,No,No,3995,1660,1520,2425,1479,1493,1180,1340,5,FWD ,Power,4.7,Disc,Drum,172,14.2,"Tubeless,Radial",4,407,14,Bangalore,others
0,SUV,60000,1,Maruti,Maruti SX4 S Cross,2015,4277,DDiS 200 Zeta,7.9,https://www.cardekho.com/used-car-details/used-Maruti-Sx4-S-Cross-Ddis-200-Zeta-cars-Bangalore_93f9db43-24a0-46d2-abd9-7450d04c0544.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Diesel,5,KA04,Manual,24,1248,88.5,200,grey,DDiS 200 Diesel Engine,4,4,DOHC,Direct Injection,Yes,No,4300,1785,1595,2600,1295,1290,1230,1670,5,FWD,Power,5.2,Disc,Disc,190,12,"Tubeless,Radial",5,353,16,Bangalore,gray
0,Hatchback,37772,1,Datsun,Datsun GO,2017,5223,T Option BSIV,3.45,https://www.cardekho.com/buy-used-car-details/used-Datsun-Go-T-Option-Bsiv-cars-Bangalore_fdb5aa41-2b55-4e04-bb54-ba327efd8902.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,KA05,Manual,21,1198,67,104,grey,Petrol Engine,3,4,DOHC,Electronic Injection System,No,No,3785,1635,1490,2450,1440,1445,1070,1340,5,FWD,Power,4.6,Disc,Drum,150,13.3,Tubeless,5,265,17,Bangalore,grey
0,SUV,30000,1,Hyundai,Hyundai Venue,2021,6946,SX Plus Turbo DCT BSIV,12,https://www.cardekho.com/used-car-details/used-Hyundai-Venue-Sx-Plus-Turbo-Dct-Bsiv-cars-Bangalore_4338a832-d356-42a7-8213-7137bb4bf2a3.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,KA51,Automatic,18,998,118.35,171.6,others,Petrol Engine,3,4,DOHC,GDi,Yes,No,3995,1770,1605,2500,1295,1290,1440,1340,7,FWD,Power,5.3,Disc,Drum,165,12.36,Radial,5,350,16,Bangalore,others
0,Sedan,37000,1,Maruti,Maruti Ciaz,2018,6555,Alpha Automatic BSIV,9.6,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Alpha-Automatic-Bsiv-cars-Bangalore_35ce3a3d-46b2-477e-80bc-525323769cd9.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,KA03,Automatic,20,1462,103.25,138,maroon,k15B VVT Engine,4,4,DOHC,MPFI,No,No,4490,1730,1485,2650,1295,1290,1105,1530,4,FWD,Power,5.4,Disc,Drum,165,12.36,"Tubeless, Radial",4,510,16,Bangalore,maroon
0,Hatchback,11949,1,Tata,Tata Tiago,2017,2985,1.2 Revotron XZ WO Alloy,5.85,https://www.cardekho.com/buy-used-car-details/used-Tata-Tiago-1.2-Revotron-Xz-Wo-Alloy-cars-Bangalore_ce733b70-4d58-41e3-be21-57b3817a3f24.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA03,Manual,24,1199,84,114,red,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,14.3,Tubeless,5,242,16,Bangalore,red
0,Hatchback,50000,1,Maruti,Maruti Baleno,2018,3962,1.2 Delta,6.9,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Bangalore_744cb0de-f4c9-456f-ba13-12ff4790082b.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,KA01,Manual,21,1197,83.1,115,red,VVT Petrol Engine,4,4,DOHC,MPFI,No,No,3995,1745,1510,2520,1515,1525,870,1340,5,FWD,Power,4.9,Disc,Drum,180,12.36,"Tubeless,Radial",5,339,16,Bangalore,red
0,Hatchback,24887,1,Hyundai,Hyundai Grand i10,2019,5606,1.2 Kappa Sportz Option AT,6.82,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-1.2-Kappa-Sportz-Option-At-cars-Bangalore_2ae96dd1-4f78-4741-8fe0-407f04e77d9e.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,KA51,Automatic,19,1197,81.86,113.75,orange,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3765,1660,1520,2425,1479,1493,1200,1340,4,FWD,Power,4.8,Disc,Drum,165,12.9,Tubeless,5,256,14,Bangalore,orange
0,Hatchback,23000,1,Honda,Honda Jazz,2018,6506,VX CVT,8.25,https://www.cardekho.com/used-car-details/used-Honda-Jazz-Vx-Cvt-cars-Bangalore_70ee4c47-368c-45b2-bce3-1a3bfa29fe69.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA03,Automatic,18,1199,88.7,110,grey,i-VTEC Petrol Engine,4,4,SOHC,PGM - Fi,No,No,3955,1694,1544,2530,1295,1290,1066,1340,5,FWD,Power,5.1,Disc,Drum,172,13.7,"Tubeless,Radial",5,354,15,Bangalore,grey
0,Hatchback,48928,1,Tata,Tata Tiago,2018,5653,1.2 Revotron XZA,5.95,https://www.cardekho.com/buy-used-car-details/used-Tata-Tiago-1.2-Revotron-Xza-cars-Bangalore_a0012e6c-e749-439d-b986-b4e437833d93.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA03,Automatic,24,1199,83.83,114,red,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,12.36,Tubeless,5,242,14,Bangalore,red
0,Hatchback,65376,2,Hyundai,Hyundai i20,2014,1657,Asta 1.4 CRDi,5.21,https://www.cardekho.com/buy-used-car-details/used-Hyundai-I20-Asta-1.4-Crdi-cars-Bangalore_711acc92-454a-432b-9cf8-a3462bc76535.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Diesel,5,KA41,Manual,21,1396,88.76,219.6,blue,U2 CRDI Diesel Engine,4,4,DOHC,CRDI,No,No,3995,1710,1505,2525,1505,1503,1120,1340,6,FWD,Power,5.3,Disc,Disc,165,12.36,"Tubeless,Radial",5,510,14,Bangalore,blue
0,SUV,10000,1,Tata,Tata Nexon,2022,9207,XM Plus S BSVI,10.05,https://www.cardekho.com/used-car-details/used-Tata-Nexon-Xm-Plus-S-Bsvi-cars-Bangalore_93b84fc2-ff12-4467-a41e-85057bee8d7d.htm,Air Conditioner,Heater,Power Adjustable Exterior Rear View Mirror,Electric Folding Rear View Mirror,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,KA02,Manual,17,1199,118.35,170,others,1.2l Turbocharged Revotron Engine,3,4,DOHC,CRDI,No,No,3993,1811,1606,2498,1295,1290,1315,1340,6,FWD,Hydraulic,5.1,Disc,Drum,165,12.36,"Tubeless,Radial",5,350,14,Bangalore,others
0,Sedan,67000,2,Honda,Honda City,2016,1215,i VTEC V,7.75,https://www.cardekho.com/used-car-details/used-Honda-City-I-Vtec-V-cars-Bangalore_da75931b-e084-4654-b37f-e58859731d64.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA53,Manual,18,1497,117.3,145,brown,i VTEC Engine,4,4,SOHC,PGM-Fi,No,No,4440,1695,1495,2600,1480,1465,1049,1340,5,FWD,Power,5.3,Disc,Drum,195,10,"Tubeless,Radial",4,510,15,Bangalore,brown
0,Hatchback,18083,1,Maruti,Maruti Swift,2016,10403,VXI,5.82,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Bangalore_06c6ec2a-4bc6-44f3-970a-e6e5e2d2bf0c.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,KA04,Manual,22,1197,88.5,113,silver,K Series Dual jet,4,4,SOHC,CRDi,No,Yes,3845,1735,1530,2450,1530,1530,875,1335,5,FWD,Hydraulic,4.8,Disc,Drum,165,12.36,"Radial, Tubeless",5,268,17,Bangalore,silver
0,SUV,30000,1,Renault,Renault Duster,2020,7703,RXS,10.9,https://www.cardekho.com/used-car-details/used-Renault-Duster-Rxs-cars-Bangalore_d7c49586-8987-4425-ba29-a337e55a9981.htm,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,KA01,Manual,16,1498,104.55,142,others,1.5L Petrol,4,4,DOHC,Multi Point Fuel Injection,No,No,4360,1822,1695,2673,1560,1567,1315,1340,5,FWD,Power,5.2,Disc,Drum,165,12.36,Tubeless Radial Tyres,5,475,17,Bangalore,others
0,Hatchback,57634,2,Tata,Tata Tiago,2016,2983,1.2 Revotron XZ,4.57,https://www.cardekho.com/buy-used-car-details/used-Tata-Tiago-1.2-Revotron-Xz-cars-Bangalore_a07a11ef-7ea9-4c4e-8408-5d740578ed49.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA05,Manual,24,1199,84,114,silver,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,14.3,Tubeless,5,242,14,Bangalore,silver
0,Sedan,110000,1,Honda,Honda City,2015,1279,i VTEC V,5.5,https://www.cardekho.com/used-car-details/used-Honda-City-I-Vtec-V-cars-Bangalore_f53848ab-17ee-4c81-a20d-eca5be0c2a63.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,HR26,Manual,17,1497,117.3,145,others,i VTEC Engine,4,4,SOHC,PGM-Fi,No,No,4440,1695,1495,2600,1480,1465,1049,1340,5,FWD,Power,5.3,Disc,Drum,195,10,"Tubeless,Radial",4,510,15,Bangalore,others
0,Hatchback,23447,1,Hyundai,Hyundai Santro,2018,6670,Sportz AMT BSIV,5.7,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Santro-Sportz-Amt-Bsiv-cars-Bangalore_62c24fe3-7f37-4062-ab62-39ac3c226446.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,KA04,Automatic,20,1086,68,99,yellow,1.1 litre Petrol Engine,4,3,DOHC,MPFI,No,No,3610,1645,1560,2400,1463,1481,1050,1340,5,FWD,Power,5.3,Disc,Drum,165,12.36,"Tubeless,Radial",5,235,15,Bangalore,yellow
0,Hatchback,30000,2,Hyundai,Hyundai Santro Xing,2009,1712,GLS LPG,2.2,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gls-Lpg-cars-Bangalore_1923dab1-8350-457e-9b8e-aef7cd688ceb.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,LPG,5,KA01,Manual,13,1086,62.1,96.1,others,Bifuel Engine,3,4,SOHC,MPFI+LPG,No,No,3565,1525,1590,2380,1315,1300,845,1340,5,FWD,Power,4.4,Disc,Drum,165,12.36,"Tubeless,Radial",5,510,13,Bangalore,others
0,Sedan,50000,1,Hyundai,Hyundai Xcent,2018,5785,1.2 VTVT SX,6.74,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.2-Vtvt-Sx-cars-Bangalore_6e46ed5d-e6be-4476-a488-7af4c88adbb1.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,KA01,Manual,20,1197,81.86,113.75,others,1.2L Kappa Dual VTVT Petrol,4,4,DOHC,MPFI,No,No,3995,1660,1520,2425,1479,1493,1140,1340,5,FWD,Power,4.7,Disc,Drum,172,12.36,Tubeless,4,407,14,Bangalore,others
0,Hatchback,12434,1,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,3.49,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Bangalore_ecf424d5-8945-4df4-a00e-8b1b64d77c75.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,WB38,Manual,21,998,67.04,90,brown,K10B Petrol Engine,3,4,DOHC,MPFI,No,No,3599,1495,1700,2400,1295,1290,885,1350,5,FWD,Power,4.6,Disc,Drum,152,18.6,Tubeless Tyres,5,180,14,Bangalore,brown
0,MUV,60000,2,Maruti,Maruti Ertiga,2019,6701,ZXI Plus Petrol,10.5,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Zxi-Plus-Petrol-cars-Bangalore_db9b906d-e823-49e5-ab9a-fa37a933b9dc.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,7,KA53,Manual,19,1462,103,138,others,K15 Smart Hybrid,4,4,DOHC,MPFI,No,No,4395,1735,1690,2740,1510,1520,1170,1730,5,2WD,Power,5.2,Disc,Drum,165,12.36,"Tubeless, Radial",5,209,14,Bangalore,others
0,Hatchback,40987,2,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,4.06,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Bangalore_be6fc85e-0767-463b-9887-e85b789c7ab9.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA53,Manual,21,998,67.04,90,white,K10B Petrol Engine,3,4,DOHC,CRDi,No,No,3599,1495,1700,2400,1295,1290,885,1350,5,FWD,Power,4.6,Disc,Drum,152,18.6,Tubeless Tyres,5,180,17,Bangalore,white
0,SUV,40000,2,Renault,Renault Duster,2020,7022,RXZ 110PS AMT BSIV,11,https://www.cardekho.com/used-car-details/used-Renault-Duster-Rxz-110ps-Amt-Bsiv-cars-Bangalore_5e134abd-a9d6-4013-a376-52f2fd3ddd46.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Diesel,5,KA51,Automatic,20,1461,108.5,245,others,4 Cylinders In-line,4,4,DOHC,Common Rail Direct Injection (dCi),No,No,4360,1822,1695,2673,1560,1567,1375,1340,6,FWD,Power,5.2,Disc,Drum,165,12.36,Radial,5,475,16,Bangalore,others
0,Hatchback,89667,1,Hyundai,Hyundai i20,2016,1481,Sportz 1.2,5.94,https://www.cardekho.com/buy-used-car-details/used-Hyundai-I20-Sportz-1.2-cars-Bangalore_3a209b56-4cb1-448d-92ad-dacd854893d3.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA19,Manual,19,1197,81.83,114.7,white,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3985,1734,1505,2570,1505,1503,1066,1340,5,FWD,Power,5.2,Disc,Drum,170,13.2,Tubeless,5,295,16,Bangalore,white
0,Hatchback,120000,1,Hyundai,Hyundai i20,2017,1610,Asta Option 1.4 CRDi,7.1,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Asta-Option-1.4-Crdi-cars-Bangalore_219cc70d-1d68-4543-a05e-d2afd905fb2b.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Diesel,5,KA05,Manual,23,1396,88.73,219.7,others,U2 CRDI Diesel Engine,4,4,DOHC,CRDI,Yes,No,3985,1734,1505,2570,1505,1503,1515,1340,6,FWD,Power,5.2,Disc,Drum,180,11.9,Tubeless,5,295,16,Bangalore,others
0,Hatchback,56997,1,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,6.92,https://www.cardekho.com/buy-used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Bangalore_1fa0cacb-a378-430b-a442-31543fd08880.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Zero Dep,Petrol,5,KA03,Manual,21,1197,83.1,115,blue,VVT Petrol Engine,4,4,DOHC,MPFI,No,No,3995,1745,1510,2520,1505,1515,880,1340,5,FWD,Power,4.9,Disc,Drum,180,12.36,"Tubeless,Radial",5,339,16,Bangalore,blue
0,Sedan,120000,1,Hyundai,Hyundai Elantra,2013,1471,SX,6.5,https://www.cardekho.com/used-car-details/used-Hyundai-Elantra-Sx-cars-Bangalore_965f2839-03b0-42bc-bbd3-eb7f57cf8305.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Third Party,Petrol,5,KA41,Manual,16,1797,147.5,177.5,others,Dual VTVT Petrol Engine,4,4,DOHC,Multipoint Injection,No,No,4530,1775,1470,2700,1569,1582,1329,1640,6,FWD,Power,5.3,Disc,Disc,191,12.07,"Tubeless,Radial",4,420,16,Bangalore,others
0,Hatchback,18835,1,Maruti,Maruti Alto 800,2021,7277,VXI Plus BSVI,4.11,https://www.cardekho.com/buy-used-car-details/used-Maruti-Alto-800-Vxi-Plus-Bsvi-cars-Bangalore_2635e8b5-f6a5-48f8-a7eb-aa7c1e2d74c9.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Zero Dep,Petrol,5,KA50,Manual,22,796,47.33,69,silver,F8D Petrol Engine,3,4,DOHC,CRDI,Yes,No,3445,1515,1475,2360,1295,1290,762,1185,5,FWD,Power,4.6,Disc,Drum,165,12.36,Tubeless Tyres,5,510,18,Bangalore,silver
0,Hatchback,60932,1,Tata,Tata Tiago,2019,6969,XZ Plus,6.1,https://www.cardekho.com/buy-used-car-details/used-Tata-Tiago-Xz-Plus-cars-Bangalore_3e6d82c7-efe3-405f-9197-8cc0bed00650.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Comprehensive,Petrol,5,KA03,Manual,24,1199,83.83,114,red,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,12.36,Tubeless,5,242,15,Bangalore,red
0,Hatchback,66837,2,Tata,Tata Tiago,2018,2985,1.2 Revotron XZ WO Alloy,5.3,https://www.cardekho.com/buy-used-car-details/used-Tata-Tiago-1.2-Revotron-Xz-Wo-Alloy-cars-Bangalore_8cd78ee9-e05d-4efa-9852-afabe4be6324.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA05,Manual,24,1199,84,114,brown,Revotron Engine,3,4,DOHC,MPFi,No,No,3746,1647,1535,2400,1400,1420,1012,1340,5,FWD,Power,4.9,Disc,Drum,150,14.3,Tubeless,5,242,17,Bangalore,brown
0,Hatchback,60000,2,Maruti,Maruti Alto,2008,3903,LXi,2.5,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lxi-cars-Bangalore_9e4b29dd-50a3-41d2-a506-d3f759da4c3a.htm,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Tinted Glass,Brake Assist,Halogen Headlamps,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Usb Auxiliary Input,Third Party,Petrol,5,KA01,Manual,20,796,46.3,62,others,In-Line Engine,3,4,SOHC,MPFI,No,No,3495,1475,1460,2360,1295,1290,705,1140,5,FWD,Power,4.6,Disc,Drum,137,17.7,"Tubeless,Radial",5,510,12,Bangalore,others
0,Hatchback,44285,1,Hyundai,Hyundai i20,2019,6808,Magna Plus BSIV,7.15,https://www.cardekho.com/buy-used-car-details/used-Hyundai-I20-Magna-Plus-Bsiv-cars-Bangalore_2bbec961-e922-42d8-b900-44fad505058b.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,KA09,Manual,19,1197,81.86,117,grey,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3985,1734,1505,2570,1295,1290,1120,1340,5,FWD,Power,5.2,Disc,Drum,170,13.2,"Tubeless,Radial",5,285,12,Bangalore,grey
0,Hatchback,36735,1,Hyundai,Hyundai Grand i10,2018,5607,1.2 Kappa Asta,6.25,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-1.2-Kappa-Asta-cars-Bangalore_270a3526-66d1-408e-b06c-a45a8094a0a2.htm,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Cd Player,Comprehensive,Petrol,5,KA03,Manual,19,1197,81.86,113.75,blue,Kappa VTVT Petrol Engine,4,4,DOHC,MPFI,No,No,3765,1660,1520,2425,1479,1493,1060,1340,5,FWD,Power,4.8,Disc,Drum,165,12.9,Tubeless,5,256,14,Bangalore,blue
0,Hatchback,10000,1,Renault,Renault KWID,2022,7433,1.0 RXT AMT Opt,5.5,https://www.cardekho.com/used-car-details/used-Renault-Kwid-1.0-Rxt-Amt-Opt-cars-Bangalore_6127c611-f86e-495e-a452-586b2108f409.htm,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,https://stimg.cardekho.com/pwa/img/vdpN/tickG.svg,Radio,Third Party,Petrol,5,KA50,Automatic,22,999,67,91,others,Petrol Engine,3,4,DOHC,MPFi,No,No,3731,1579,1474,2422,1295,1290,750,1340,5,FWD,Hydraulic,4.9,Disc,Drum,165,12.36,"Tubeless,Radial",5,279,16,Bangalore,others
